Date,Is returning customer,Gross sales,Discounts,Returns,Net sales,Shipping,Tax,Duties,Total sales,Orders,Customer count,Ordered quantity,Returned quantity,Net quantity,Units per transaction,Avg. order value,Cost of goods sold,Gross profit,Items,Avg. number of items
2024-04-21,TRUE,260.5,14.85,0,245.65,40.58,0,0,286.23,6,6,14,0,14,2.33,40.94,84.22,161.43,,
2024-04-22,FALSE,132,9.9,0,122.1,7.71,0,0,129.81,2,2,4,0,4,2,61.05,65.84,56.26,,
2024-04-22,TRUE,1217.75,138.47,0,1079.28,109.56,0,0,1188.84,20,20,55,0,55,2.75,53.96,491.52,587.76,,
2024-04-23,FALSE,869,657,0,212,14.15,0,0,226.15,9,9,55,0,55,6.11,23.56,319.29,-107.29,,
2024-04-23,TRUE,740.05,69.8,0,670.25,81.33,0,0,751.58,18,17,32,0,32,1.78,37.24,288.24,382.01,,
2024-04-24,FALSE,289.5,123.4,0,166.1,31.48,0,0,197.58,7,7,15,0,15,2.14,23.73,111.14,54.96,,
2024-04-24,TRUE,223,29.7,0,193.3,7.47,0,0,200.77,3,3,9,0,9,3,64.43,71.59,121.71,,
2024-04-25,FALSE,356.5,112.5,0,244,25.75,0,0,269.75,9,9,20,0,20,2.22,27.11,135.23,108.77,,
2024-04-25,TRUE,414.5,36.3,72,306.2,34.61,0,0,340.81,9,8,22,1,21,2.44,42.02,252.44,53.76,,
2024-04-26,FALSE,423,150.95,0,272.05,15.49,0,0,287.54,10,10,25,0,25,2.5,27.21,167.03,105.02,,
2024-04-26,TRUE,1903.5,66.2,0,1837.3,49.54,0,0,1886.84,44,43,115,0,115,2.61,41.76,679.52,1157.78,,
2024-04-27,FALSE,126,13.23,0,112.77,20.58,0,0,133.35,3,3,9,0,9,3,37.59,24.25,88.52,,
2024-04-27,TRUE,447,4.37,0,442.63,28.17,0,0,470.8,10,11,32,0,32,3.2,44.26,142.15,300.48,,
2024-04-28,FALSE,827.5,22.6,0,804.9,41.13,0,0,846.03,31,9,36,0,36,1.16,25.96,82.43,722.47,,
2024-04-28,TRUE,235.2,11.45,0,223.75,35.89,0,0,259.64,5,5,10,0,10,2,44.75,97.84,125.91,,
2024-04-29,FALSE,195,85.5,0,109.5,22.17,0,0,131.67,4,4,15,0,15,3.75,27.38,58.75,50.75,,
2024-04-29,TRUE,329.1,19.42,0,309.68,61.22,0,0,370.9,9,8,18,0,18,2,34.41,149.76,159.92,,
2024-04-30,FALSE,239.5,83,0,156.5,29.86,0,0,186.36,6,6,13,0,13,2.17,26.08,67.49,89.01,,
2024-04-30,TRUE,306.8,0,0,306.8,45.45,0,0,352.25,6,6,13,0,13,2.17,51.13,110.28,196.52,,
2024-05-01,FALSE,325.5,132.85,0,192.65,36.17,0,0,228.82,8,8,19,0,19,2.38,24.08,105.29,87.36,,
2024-05-01,TRUE,232,1.87,0,230.13,31.28,0,0,261.41,4,4,9,0,9,2.25,57.53,81.24,148.89,,
2024-05-02,FALSE,86,5.63,0,80.37,18,0,0,98.37,2,2,5,0,5,2.5,40.19,30.91,49.46,,
2024-05-02,TRUE,94.75,6.87,0,87.88,32.37,0,0,120.25,5,5,5,0,5,1,17.58,30.53,57.35,,
2024-05-03,FALSE,160,19.45,0,140.55,21.62,0,0,162.17,3,3,7,0,7,2.33,46.85,70.29,70.26,,
2024-05-03,TRUE,204,3.3,0,200.7,41.77,0,0,242.47,6,6,15,0,15,2.5,33.45,64.22,136.48,,
2024-05-04,FALSE,123,4.07,0,118.93,22.05,0,0,140.98,3,3,4,0,4,1.33,39.64,42.11,76.82,,
2024-05-04,TRUE,260.5,0,0,260.5,35.06,0,0,295.56,5,4,14,0,14,2.8,52.1,169.42,91.08,,
2024-05-05,FALSE,956.5,6.6,0,949.9,18.18,0,0,968.08,49,6,58,0,58,1.18,19.39,295.98,653.92,,
2024-05-05,TRUE,513.5,39.4,0,474.1,84.67,0,0,558.77,13,13,35,0,35,2.69,36.47,167.47,306.63,,
2024-05-06,FALSE,95.5,7.5,0,88,14.8,0,0,102.8,2,2,7,0,7,3.5,44,43.03,44.97,,
2024-05-06,TRUE,576.8,135.3,18.7,422.8,62.86,0,0,485.66,10,10,25,1,24,2.5,44.15,258.75,164.05,,
2024-05-07,FALSE,288.5,12.4,0,276.1,63.88,0,0,339.98,7,7,21,0,21,3,39.44,39.28,236.82,,
2024-05-07,TRUE,386.9,29.05,64.8,293.05,72.05,0,0,365.1,11,8,14,1,13,1.27,32.53,130.43,162.62,,
2024-05-08,FALSE,219.5,10.2,0,209.3,41.9,0,0,251.2,5,5,10,0,10,2,41.86,79.27,130.03,,
2024-05-08,TRUE,556,28.3,0,527.7,87.25,1.65,0,616.6,10,9,29,0,29,2.9,52.77,232.17,295.53,,
2024-05-09,FALSE,185,59.5,3.6,121.9,18.89,0,0,140.79,4,4,11,0,11,2.75,31.38,117.81,4.09,,
2024-05-09,TRUE,292.4,11.57,44,236.83,63.25,0,0,300.08,9,9,17,0,17,1.89,31.2,117.86,118.97,,
2024-05-10,FALSE,500,189.4,45,265.6,42.3,0,0,307.9,7,5,20,4,16,2.86,44.37,116.45,149.15,,
2024-05-10,TRUE,715.3,68.06,0,647.24,103.14,0,0,750.38,14,14,38,0,38,2.71,46.23,243.53,403.71,,
2024-05-11,FALSE,2511,171,12,2328,30.16,0,0,2358.16,126,8,169,1,168,1.34,18.57,1000.95,1327.05,,
2024-05-11,TRUE,73.5,7.2,0,66.3,15.87,0,0,82.17,2,2,4,0,4,2,33.15,25.12,41.18,,
2024-05-12,FALSE,1606.5,93,24,1489.5,14.73,0,0,1504.23,71,4,108,2,106,1.52,21.32,642.52,846.98,,
2024-05-12,TRUE,323,79.5,0,243.5,34.42,0,0,277.92,5,5,16,0,16,3.2,48.7,96.54,146.96,,
2024-05-13,FALSE,409,30.23,0,378.77,59.35,0,0,438.12,6,6,19,0,19,3.17,63.13,100.04,278.73,,
2024-05-13,TRUE,218,4.37,0,213.63,58.82,0,0,272.45,10,9,22,0,22,2.2,21.36,24.29,189.34,,
2024-05-14,FALSE,216,14.7,0,201.3,36.4,1.45,0,239.15,5,5,14,0,14,2.8,40.26,85.04,116.26,,
2024-05-14,TRUE,457.5,22,0,435.5,46.1,0,0,481.6,6,6,20,0,20,3.33,72.58,137.56,297.94,,
2024-05-15,FALSE,171,14.12,0,156.88,22.24,0,0,179.12,3,3,6,0,6,2,52.29,65.2,91.68,,
2024-05-15,TRUE,765.8,166.12,0,599.68,129.02,0,0,728.7,19,16,42,0,42,2.21,31.56,250,349.68,,
2024-05-16,FALSE,94,5,0,89,25.11,0,0,114.11,3,3,6,0,6,2,29.67,51.46,37.54,,
2024-05-16,TRUE,191.55,4.37,0,187.18,51.63,0,0,238.81,8,8,9,0,9,1.13,23.4,94.89,92.29,,
2024-05-17,FALSE,256,93.25,0,162.75,30.77,0,0,193.52,7,7,18,0,18,2.57,23.25,85.85,76.9,,
2024-05-17,TRUE,226,21.25,0,204.75,55.83,0,0,260.58,7,7,16,0,16,2.29,29.25,111.04,93.71,,
2024-05-18,FALSE,2483,146.35,0,2336.65,43.59,0,0,2380.24,125,5,156,0,156,1.25,18.69,1016.13,1320.52,,
2024-05-18,TRUE,309,27.85,0,281.15,29.91,0,0,311.06,5,5,16,0,16,3.2,56.23,158.95,122.2,,
2024-05-19,FALSE,862.5,63.35,0,799.15,14.85,0,0,814,34,2,49,0,49,1.44,23.5,393.64,405.51,,
2024-05-19,TRUE,212.5,0,0,212.5,27.32,0,0,239.82,4,4,8,0,8,2,53.13,36.91,175.59,,
2024-05-20,FALSE,466,53.56,0,412.44,63.56,0,0,476,7,7,15,0,15,2.14,58.92,129.54,282.9,,
2024-05-20,TRUE,167.5,10.32,0,157.18,40.68,0,0,197.86,6,6,10,0,10,1.67,26.2,40.66,116.52,,
2024-05-21,FALSE,491.5,47.4,36,408.1,67.45,0,0,475.55,8,8,18,1,17,2.25,55.51,183.69,224.41,,
2024-05-21,TRUE,127,0,0,127,14.87,0,0,141.87,2,2,4,0,4,2,63.5,39.53,87.47,,
2024-05-22,FALSE,180,64.7,0,115.3,28.04,0,0,143.34,6,6,12,0,12,2,19.22,71.84,43.46,,
2024-05-22,TRUE,184.25,0,0,184.25,22.11,0,0,206.36,7,6,10,0,10,1.43,26.32,58.55,125.7,,
2024-05-23,FALSE,330,146.9,0,183.1,22.69,0,0,205.79,9,6,23,0,23,2.56,20.34,89.25,93.85,,
2024-05-23,TRUE,683.25,89.71,0,593.54,103.08,0,0,696.62,16,16,43,0,43,2.69,37.1,182.62,410.92,,
2024-05-24,FALSE,1100,78.25,0,1021.75,63.51,0,0,1085.26,27,9,59,0,59,2.19,37.84,290.42,731.33,,
2024-05-24,TRUE,1110.5,220.57,0,889.93,124.37,0,0,1014.3,16,16,55,0,55,3.44,55.62,456.38,433.55,,
2024-05-25,FALSE,2867.5,22.9,24,2820.6,31.55,0,0,2852.15,136,8,160,2,158,1.18,20.92,669.5,2151.1,,
2024-05-25,TRUE,1076.3,151.94,0,924.36,129.25,0,0,1053.61,17,17,52,0,52,3.06,54.37,372.65,551.71,,
2024-05-26,FALSE,796,4.4,0,791.6,0,0,0,791.6,47,4,54,0,54,1.15,16.84,240.73,550.87,,
2024-05-26,TRUE,301,46.1,0,254.9,37.19,0,0,292.09,7,7,17,0,17,2.43,36.41,146.12,108.78,,
2024-05-27,FALSE,701.5,163.4,0,538.1,69.01,0,0,607.11,10,10,41,1,40,4.1,53.81,226.22,311.88,,
2024-05-27,TRUE,2572,662.85,0,1909.15,297.9,0,0,2207.05,37,37,137,0,137,3.7,51.6,946.83,962.32,,
2024-05-28,FALSE,157,9.4,0,147.6,26.9,0,0,174.5,3,3,6,0,6,2,49.2,68.4,79.2,,
2024-05-28,TRUE,1464.2,205.33,3.67,1255.2,155.98,0,0,1411.18,20,19,59,0,59,2.95,62.94,594.54,660.66,,
2024-05-29,FALSE,122.5,19.1,0,103.4,14.66,0,0,118.06,4,4,5,0,5,1.25,25.85,33.65,69.75,,
2024-05-29,TRUE,197.3,9.5,113.5,74.3,14.94,0,0,89.24,5,5,13,6,7,2.6,37.56,45.13,29.17,,
2024-05-30,FALSE,144.5,13.7,0,130.8,0,0,0,130.8,8,1,10,0,10,1.25,16.35,44.31,86.49,,
2024-05-30,TRUE,71.25,0,0,71.25,20.46,0,0,91.71,3,3,3,0,3,1,23.75,22.95,48.3,,
2024-05-31,FALSE,193.5,3.75,0,189.75,7.47,0,0,197.22,7,2,13,0,13,1.86,27.11,46.09,143.66,,
2024-05-31,TRUE,147.25,0,0,147.25,24.48,0,0,171.73,3,3,11,0,11,3.67,49.08,79.92,67.33,,
2024-06-01,FALSE,2540.9,29.69,24,2487.21,19.48,0,0,2506.69,113,4,163,2,161,1.44,22.22,694.85,1792.36,,
2024-06-01,TRUE,334.2,0,0,334.2,48.76,0,0,382.96,6,6,21,0,21,3.5,55.7,122.57,211.63,,
2024-06-02,FALSE,1369.5,3.75,32,1333.75,5.56,0,0,1339.31,66,2,89,2,87,1.35,20.69,367.05,966.7,,
2024-06-02,TRUE,810.5,200.12,183.5,426.88,93.44,0,0,520.32,13,12,35,4,31,2.69,46.95,138.6,288.28,,
2024-06-03,FALSE,285.5,83.15,0,202.35,48.53,0,0,250.88,8,8,19,0,19,2.38,25.29,72.06,130.29,,
2024-06-03,TRUE,631.53,41.25,0,590.28,63.99,0,0,654.27,9,8,28,0,28,3.11,65.59,212.53,377.75,,
2024-06-04,FALSE,184.2,37.5,22.5,124.2,14.73,0,0,138.93,6,6,13,2,11,2.17,24.45,31.58,92.62,,
2024-06-04,TRUE,381.5,25,0,356.5,28.14,0,0,384.64,7,7,14,0,14,2,50.93,79.57,276.93,,
2024-06-05,FALSE,257,20.01,0,236.99,90.13,0,0,327.12,6,6,18,0,18,3,39.5,90.23,146.76,,
2024-06-05,TRUE,365.75,75.38,0,290.37,50.33,0,0,340.7,9,9,23,0,23,2.56,32.26,117.97,172.4,,
2024-06-06,FALSE,541.7,93.75,0,447.95,55.1,0,0,503.05,7,7,30,0,30,4.29,63.99,187.07,260.88,,
2024-06-06,TRUE,214.4,5,0,209.4,30.24,0,0,239.64,6,6,10,0,10,1.67,34.9,73.97,135.43,,
2024-06-07,FALSE,350.5,87,6.75,256.75,7.47,0,0,264.22,11,4,25,0,25,2.27,23.95,113.93,142.82,,
2024-06-07,TRUE,94.5,25,0,69.5,24.47,0,0,93.97,3,3,6,0,6,2,23.17,23.72,45.78,,
2024-06-08,FALSE,3038.5,15.3,12,3011.2,20.53,0,0,3031.73,152,8,204,1,203,1.34,19.89,894.43,2116.77,,
2024-06-08,TRUE,88,0,0,88,13.9,0,0,101.9,2,1,4,0,4,2,44,29.13,58.87,,
2024-06-09,FALSE,1416,5,0,1411,25.84,0,0,1436.84,73,5,98,0,98,1.34,19.33,416.53,994.47,,
2024-06-09,TRUE,183.5,0,0,183.5,28.12,0,0,211.62,5,5,8,0,8,1.6,36.7,65.19,118.31,,
2024-06-10,FALSE,309.2,61.72,4.7,242.78,23.61,0,0,266.39,5,5,14,0,14,2.8,49.5,77.97,164.81,,
2024-06-10,TRUE,348.2,6.87,0,341.33,63.58,0,0,404.91,9,9,21,0,21,2.33,37.93,105.02,236.31,,
2024-06-11,FALSE,429.5,75,0,354.5,22.34,0,0,376.84,6,6,37,2,35,6.17,59.08,126.43,228.07,,
2024-06-11,TRUE,282,12.5,0,269.5,40.6,0,0,310.1,9,7,24,0,24,2.67,29.94,91.85,177.65,,
2024-06-12,FALSE,400,42.5,0,357.5,15.95,0,0,373.45,3,3,10,0,10,3.33,119.17,136.98,220.52,,
2024-06-12,TRUE,49.5,0,0,49.5,14.55,1.51,0,65.56,2,2,4,0,4,2,24.75,14.73,34.77,,
2024-06-13,FALSE,638,18.13,0,619.87,9.09,0,0,628.96,28,2,44,0,44,1.57,22.14,172.06,447.81,,
2024-06-13,TRUE,296.95,9.32,0,287.63,87.56,0,0,375.19,9,9,18,0,18,2,31.96,76.36,211.27,,
2024-06-14,FALSE,477.5,39.38,0,438.12,41.57,0,0,479.69,12,6,32,0,32,2.67,36.51,150.91,287.21,,
2024-06-14,TRUE,120.8,8.8,0,112,18.55,0,0,130.55,3,3,6,0,6,2,37.33,42.1,69.9,,
2024-06-15,FALSE,3083.5,318.63,12,2752.87,17.49,0,0,2770.36,125,7,214,1,213,1.71,22.12,935.33,1817.54,,
2024-06-15,TRUE,201.5,0,0,201.5,21.14,0,0,222.64,3,3,10,0,10,3.33,67.17,52.5,149,,
2024-06-16,FALSE,1262.5,70.38,79.5,1112.62,17.21,0,0,1129.83,53,5,85,2,83,1.6,22.49,368.41,744.21,,
2024-06-16,TRUE,180,37.5,17.6,124.9,25.48,0,0,150.38,5,5,10,0,10,2,28.5,37.71,87.19,,
2024-06-17,FALSE,128.5,53.2,0,75.3,16.29,0,0,91.59,3,3,8,0,8,2.67,25.1,26.61,48.69,,
2024-06-17,TRUE,1427.5,21.52,0,1405.98,231.79,0,0,1637.77,32,32,78,0,78,2.44,43.94,286.36,1119.62,,
2024-06-18,FALSE,115.5,38.7,10.8,66,6.4,0,0,72.4,3,3,5,1,4,1.67,25.6,37.98,28.02,,
2024-06-18,TRUE,219.5,17.23,0,202.27,38.31,0,0,240.58,8,7,20,0,20,2.5,25.28,64.43,137.84,,
2024-06-19,FALSE,313,6.25,0,306.75,82.88,0,0,389.63,12,12,43,23,20,3.58,25.56,91.21,215.54,,
2024-06-19,TRUE,965.45,29.3,0,936.15,116.28,0,0,1052.43,16,16,35,0,35,2.19,58.51,198.13,738.02,,
2024-06-20,FALSE,944,8.05,20,915.95,45.99,0,0,961.94,40,7,151,95,56,3.78,23.4,260.96,654.99,,
2024-06-20,TRUE,614.33,76.13,0,538.2,66.35,0,0,604.55,9,9,26,0,26,2.89,59.8,192.96,345.24,,
2024-06-21,FALSE,309.9,20.84,0,289.06,49.49,0,0,338.55,8,8,19,0,19,2.38,36.13,117.6,171.46,,
2024-06-21,TRUE,442,4.7,0,437.3,25.41,0,0,462.71,12,12,34,0,34,2.83,36.44,104.22,333.08,,
2024-06-22,FALSE,1829.5,14.93,0,1814.57,55.26,0,0,1869.83,95,12,115,0,115,1.21,19.1,516.57,1298,,
2024-06-22,TRUE,193.7,0,0,193.7,23.5,0,0,217.2,5,4,11,0,11,2.2,38.74,37.2,156.5,,
2024-06-23,FALSE,1644.5,10.13,0,1634.37,59.24,0,0,1693.61,77,10,109,0,109,1.42,21.23,439.98,1194.39,,
2024-06-23,TRUE,96.88,0,0,96.88,30.61,0,0,127.49,3,3,9,0,9,3,32.29,39.43,57.45,,
2024-06-24,FALSE,125,8.75,0,116.25,25.3,0,0,141.55,3,3,8,0,8,2.67,38.75,23.7,92.55,,
2024-06-24,TRUE,187.8,0,0,187.8,32.95,0,0,220.75,5,5,9,0,9,1.8,37.56,36.94,150.86,,
2024-06-25,FALSE,294.63,32.91,0,261.72,61.59,0,0,323.31,6,6,7,0,7,1.17,43.62,62.49,199.23,,
2024-06-25,TRUE,537.7,25.22,0,512.48,92.47,0,0,604.95,11,11,29,0,29,2.64,46.59,123.99,388.49,,
2024-06-26,FALSE,323,27.46,0,295.54,45.95,0,0,341.49,5,5,12,0,12,2.4,59.11,48.59,246.95,,
2024-06-26,TRUE,368.7,11.25,0,357.45,68.66,0,0,426.11,9,9,22,0,22,2.44,39.72,89.55,267.9,,
2024-06-27,FALSE,1500,83,0,1417,30.4,0,0,1447.4,61,6,94,0,94,1.54,23.23,423.09,993.91,,
2024-06-27,TRUE,165.45,0,0,165.45,18.76,0,0,184.21,3,3,6,0,6,2,55.15,33.91,131.54,,
2024-06-28,FALSE,142.5,41.25,0,101.25,23.18,0,0,124.43,3,3,7,1,6,2.33,33.75,43.1,58.15,,
2024-06-28,TRUE,112.5,13.13,0,99.37,15.16,0,0,114.53,2,2,5,0,5,2.5,49.69,17.96,81.41,,
2024-06-29,FALSE,3159.5,11.8,0,3147.7,24.93,0,0,3172.63,156,8,199,0,199,1.28,20.18,899.89,2247.81,,
2024-06-29,TRUE,334.2,0,0,334.2,48.25,0,0,382.45,8,8,10,0,10,1.25,41.78,78.17,256.03,,
2024-06-30,FALSE,2270.5,12,0,2258.5,16.12,0,0,2274.62,106,4,161,4,157,1.52,21.31,634.07,1624.43,,
2024-06-30,TRUE,1209.83,7.05,0,1202.78,309.62,0,0,1512.4,43,39,52,0,52,1.21,27.97,349.23,853.55,,
2024-07-01,FALSE,426.7,14.1,0,412.6,77.33,0,0,489.93,8,8,17,0,17,2.13,51.57,107.22,305.38,,
2024-07-01,TRUE,1357,74.52,22.5,1259.98,217.36,0,0,1477.34,30,30,61,3,58,2.03,42.75,403.79,856.19,,
2024-07-02,FALSE,109.5,0,0,109.5,24.91,0,0,134.41,4,4,7,0,7,1.75,27.38,18.91,90.59,,
2024-07-02,TRUE,557,17.5,0,539.5,107.03,0,0,646.53,13,13,33,0,33,2.54,41.5,156.79,382.71,,
2024-07-03,FALSE,277,32.5,0,244.5,58.32,0,0,302.82,7,7,17,0,17,2.43,34.93,109.09,135.41,,
2024-07-03,TRUE,1785.45,320.59,0,1464.86,270.23,0,0,1735.09,36,35,98,0,98,2.72,40.69,509.76,955.1,,
2024-07-04,FALSE,1919.6,78.17,0,1841.43,77.6,0,0,1919.03,68,12,99,0,99,1.46,27.08,249.6,1591.83,,
2024-07-04,TRUE,1079.7,215.94,0,863.76,136.19,0,0,999.95,16,16,48,0,48,3,53.99,357.02,506.74,,
2024-07-05,FALSE,197.5,60,0,137.5,23.97,0,0,161.47,4,4,14,0,14,3.5,34.38,44.55,92.95,,
2024-07-05,TRUE,1670.7,373.46,0,1297.24,199.34,0,0,1496.58,27,26,111,6,105,4.11,48.05,488.63,808.61,,
2024-07-06,FALSE,2548,50.7,0,2497.3,45.66,0,0,2542.96,112,11,154,0,154,1.38,22.3,538.29,1959.01,,
2024-07-06,TRUE,562.9,72.8,0,490.1,67.18,0,0,557.28,10,10,36,0,36,3.6,49.01,166.8,323.3,,
2024-07-07,FALSE,1660.2,43.72,20,1596.48,66.12,0,0,1662.6,72,11,107,2,105,1.49,22.45,517.77,1078.71,,
2024-07-07,TRUE,1382.4,220.84,49.75,1111.81,201.33,0,0,1313.14,24,23,81,4,77,3.38,48.4,393.37,718.44,,
2024-07-08,FALSE,135,0,0,135,26.75,0,0,161.75,3,3,10,0,10,3.33,45,43.48,91.52,,
2024-07-08,TRUE,285.5,0,0,285.5,47.97,0,0,333.47,6,6,13,3,10,2.17,47.58,62.19,223.31,,
2024-07-09,FALSE,116,12.23,0,103.77,17.79,0,0,121.56,2,2,5,0,5,2.5,51.89,46.05,57.72,,
2024-07-09,TRUE,376,12.5,0,363.5,102.03,0,0,465.53,16,16,21,0,21,1.31,22.72,113.42,250.08,,
2024-07-10,FALSE,317.2,8.05,0,309.15,52.37,0,0,361.52,8,8,12,0,12,1.5,38.64,120.09,189.06,,
2024-07-10,TRUE,178.5,10.13,22.5,145.87,24.93,0,0,170.8,4,4,10,1,9,2.5,42.09,60.56,85.31,,
2024-07-11,FALSE,2033.5,11.13,0,2022.37,17.43,0,0,2039.8,71,5,124,0,124,1.75,28.48,481.11,1541.26,,
2024-07-11,TRUE,276.75,22,25,229.75,32.95,0,0,262.7,6,6,14,2,12,2.33,42.46,38.36,191.39,,
2024-07-12,FALSE,1460.2,45.55,0,1414.65,312.92,2.21,0,1729.78,34,34,90,0,90,2.65,41.61,363.65,1051,,
2024-07-12,TRUE,531,25,0,506,117.59,0,0,623.59,15,15,37,0,37,2.47,33.73,133.67,372.33,,
2024-07-13,FALSE,2829.9,64.5,0,2765.4,234.79,2.53,0,3002.72,108,28,178,0,178,1.65,25.61,889.2,1876.2,,
2024-07-13,TRUE,442,0,0,442,65.73,0,0,507.73,8,7,23,0,23,2.88,55.25,149.4,292.6,,
2024-07-14,FALSE,1235.2,53.48,0,1181.72,37.87,4.83,0,1224.42,56,4,89,0,89,1.59,21.1,368.69,813.03,,
2024-07-14,TRUE,468.3,0,0,468.3,67.42,0,0,535.72,8,8,19,0,19,2.38,58.54,170.96,297.34,,
2024-07-15,FALSE,331.7,0,0,331.7,47.87,0,0,379.57,4,4,24,6,18,6,82.93,113.33,218.37,,
2024-07-15,TRUE,297,5,0,292,56.06,0,0,348.06,8,8,22,5,17,2.75,36.5,89.44,202.56,,
2024-07-16,FALSE,104.2,10.42,0,93.78,15.77,0,0,109.55,2,2,3,0,3,1.5,46.89,47.62,46.16,,
2024-07-16,TRUE,163,1.25,0,161.75,55.01,0,0,216.76,5,5,8,0,8,1.6,32.35,61.94,99.81,,
2024-07-17,FALSE,215.7,11.22,0,204.48,34.2,0,0,238.68,4,4,7,0,7,1.75,51.12,99.61,104.87,,
2024-07-17,TRUE,138.5,4.37,0,134.13,33.65,0,0,167.78,7,7,11,0,11,1.57,19.16,52.94,81.19,,
2024-07-18,FALSE,1676.9,22.27,0,1654.63,69.93,1.8,0,1726.36,61,10,93,0,93,1.52,27.13,402.68,1251.95,,
2024-07-18,TRUE,198,4.7,0,193.3,23.63,0,0,216.93,5,5,17,0,17,3.4,38.66,68.38,124.92,,
2024-07-19,FALSE,338.1,13.42,84,240.68,27.9,0,0,268.58,5,5,10,2,8,2,64.94,163.33,77.35,,
2024-07-19,TRUE,269,7.7,38,223.3,23.95,0,0,247.25,4,3,6,1,5,1.5,65.33,103.07,120.23,,
2024-07-20,FALSE,2179,10,0,2169,41.32,0.99,0,2211.31,110,8,143,0,143,1.3,19.72,641.29,1527.71,,
2024-07-20,TRUE,167.5,0,0,167.5,22.65,0,0,190.15,5,5,12,0,12,2.4,33.5,56.53,110.97,,
2024-07-21,FALSE,1496,35.55,0,1460.45,59.88,0,0,1520.33,56,8,89,0,89,1.59,26.08,487.61,972.84,,
2024-07-21,TRUE,234.9,3.3,0,231.6,51.95,0,0,283.55,6,6,15,0,15,2.5,38.6,73.76,157.84,,
2024-07-22,FALSE,141.7,13.76,17.6,110.34,19.64,0,0,129.98,3,3,4,1,3,1.33,42.65,54.05,56.29,,
2024-07-22,TRUE,44.5,22,63.4,-40.9,-0.75,0,0,-41.65,3,3,3,3,0,1,7.5,3.46,-44.36,,
2024-07-23,FALSE,281.7,10.03,0,271.67,49.95,0,0,321.62,5,5,6,0,6,1.2,54.33,119.71,151.96,,
2024-07-23,TRUE,315,5.63,0,309.37,69.36,0,0,378.73,8,8,20,0,20,2.5,38.67,106.65,202.72,,
2024-07-24,FALSE,981.5,84.8,0,896.7,192.62,0,0,1089.32,17,17,30,0,30,1.76,52.75,69.69,827.01,,
2024-07-24,TRUE,199.95,16.83,0,183.12,34.39,0,0,217.51,5,5,8,0,8,1.6,36.62,13.78,169.34,,
2024-07-25,FALSE,1022.5,37.5,0,985,25.57,0,0,1010.57,50,6,68,0,68,1.36,19.7,256.56,728.44,,
2024-07-25,TRUE,453.63,10.13,0,443.5,70.1,0,0,513.6,9,9,16,0,16,1.78,49.28,166.41,277.09,,
2024-07-26,FALSE,714.6,37.5,0,677.1,85.19,0,0,762.29,12,12,22,0,22,1.83,56.43,214.57,462.53,,
2024-07-26,TRUE,473.7,6.6,0,467.1,72.35,0,0,539.45,9,9,23,0,23,2.56,51.9,126.35,340.75,,
2024-07-27,FALSE,2677.2,16.55,12,2648.65,39.33,0,0,2687.98,121,7,177,1,176,1.46,21.99,808.36,1840.29,,
2024-07-27,TRUE,315.54,7.53,0,308.01,43.91,0,0,351.92,6,6,7,0,7,1.17,51.34,155.44,152.57,,
2024-07-28,FALSE,1202,12.75,0,1189.25,36.27,0,0,1225.52,57,8,82,0,82,1.44,20.86,364.34,824.91,,
2024-07-28,TRUE,116.5,2.5,0,114,26.42,0,0,140.42,3,3,9,0,9,3,38,42.4,71.6,,
2024-07-29,FALSE,105,6.75,0,98.25,17.54,0,0,115.79,4,4,10,0,10,2.5,24.56,37.59,60.66,,
2024-07-29,TRUE,208,15.18,0,192.82,45.78,0,0,238.6,6,6,19,0,19,3.17,32.14,76.87,115.95,,
2024-07-30,FALSE,314.5,8.15,0,306.35,52.79,0,0,359.14,5,5,29,0,29,5.8,61.27,98.91,207.44,,
2024-07-30,TRUE,433.5,18.48,0,415.02,80.65,0,0,495.67,9,9,19,0,19,2.11,46.11,131.85,283.17,,
2024-07-31,FALSE,154.5,15.18,0,139.32,13.26,0,0,152.58,3,3,12,0,12,4,46.44,53.1,86.22,,
2024-07-31,TRUE,863.4,59.28,0,804.12,129.09,0,0,933.21,18,17,44,0,44,2.44,44.67,335.75,468.37,,
2024-08-01,FALSE,1075.1,12.95,0,1062.15,63.98,0,0,1126.13,34,6,61,0,61,1.79,31.24,257.94,804.21,,
2024-08-01,TRUE,70,4.37,0,65.63,31.76,0,0,97.39,3,3,5,0,5,1.67,21.88,21.72,43.91,,
2024-08-02,FALSE,110,9.38,0,100.62,8.58,0,0,109.2,4,4,11,0,11,2.75,25.16,34.88,65.74,,
2024-08-02,TRUE,1999.6,25.08,0,1974.52,18.61,0,0,1993.13,41,41,105,10,95,2.56,48.16,587.04,1387.48,,
2024-08-03,FALSE,1695.2,6.95,0,1688.25,31.57,0.85,0,1720.67,68,6,103,0,103,1.51,24.83,405.33,1282.92,,
2024-08-03,TRUE,85.2,0,0,85.2,12.58,0,0,97.78,2,2,2,0,2,1,42.6,6.59,78.61,,
2024-08-04,FALSE,1143,12.7,0,1130.3,24.73,0,0,1155.03,43,5,68,0,68,1.58,26.29,327.95,802.35,,
2024-08-04,TRUE,262,19.45,0,242.55,36.23,0,0,278.78,4,4,7,1,6,1.75,60.64,99.98,142.57,,
2024-08-05,FALSE,238,8.45,0,229.55,58.49,0,0,288.04,6,6,14,0,14,2.33,38.26,66.66,162.89,,
